id,pred
4515-7925,1
11615-7925,1
8441-8251,2
8441-3815,2
8251-3815,2
6855-10871,2
6855-9788,1
10871-9788,1
12778-13341,1
12778-11634,1
13341-11634,1
2009-10137,2
2009-12593,2
10137-12593,2
2964-9290,1
2964-9978,2
9290-9978,2
9548-4427,2
9548-1447,2
4427-1447,2
12316-6989,2
12316-13289,1
6989-13289,1
12884-12896,1
12884-13935,2
12896-13935,2
9489-14048,1
9489-13126,1
14048-13126,2
11090-3955,1
11090-12082,2
3955-12082,2
31-737,2
31-3477,1
737-3477,1
1700-9989,2
1700-4830,1
9989-4830,1
11759-10366,2
11759-2096,2
10366-2096,2
13046-671,1
13046-14989,1
671-14989,1
14199-6819,1
14199-7927,2
6819-7927,2
8111-7257,2
8111-13921,2
7257-13921,1
11729-2103,1
11729-4917,2
2103-4917,2
9805-12514,1
9805-14283,1
12514-14283,2
11876-1444,2
11876-11536,1
1444-11536,1
8657-1362,1
8657-771,1
1362-771,1
12561-5688,2
7919-13948,1
7919-11952,1
13948-11952,1
13668-9364,2
13668-5396,1
9364-5396,1
12948-3796,2
12948-2501,2
3796-2501,1
9532-14024,1
9532-14096,1
14024-14096,2
4308-2780,1
4308-3230,1
2780-3230,2
6084-2654,2
6084-8662,2
2654-8662,1
3921-2403,1
3921-2721,1
2403-2721,1
2461-8234,2
2461-3217,2
8234-3217,1
1269-14278,2
1269-8570,2
14278-8570,1
992-8422,1
992-2175,1
8422-2175,1
6361-7358,2
6361-11339,1
7358-11339,1
12334-10760,1
12334-13655,1
10760-13655,2
12393-13148,2
12393-8977,2
13148-8977,1
976-3802,1
976-11692,2
3802-11692,2
3876-1081,1
3876-3284,2
1081-3284,2
3260-2970,1
3260-13958,1
2970-13958,2
12074-7501,1
12074-6218,1
7501-6218,2
6729-13979,2
6729-846,2
13979-846,1
2640-6728,2
2640-12776,2
6728-12776,2
3171-13385,1
3171-5432,2
13385-5432,2
5928-2287,1
5928-6271,1
2287-6271,2
11563-10036,1
11563-10083,1
10036-10083,1
215-10123,1
215-14534,2
10123-14534,2
14227-2058,1
14227-13521,1
2058-13521,1
9126-3272,2
9126-5163,2
3272-5163,2
1536-1647,1
1536-6594,2
1647-6594,2
1507-4759,1
11779-6515,1
11779-9092,1
6515-9092,2
7085-14197,2
7085-3026,1
14197-3026,1
14217-1630,2
14217-1158,2
1630-1158,2
7297-5973,2
7297-11521,1
5973-11521,1
6845-7456,2
6845-9861,1
7456-9861,1
15001-4715,1
15001-6501,2
4715-6501,2
3085-11230,1
3085-6376,2
11230-6376,2
2217-3728,2
2217-7832,1
3728-7832,1
5528-9748,2
5528-14639,2
9748-14639,2
1312-1055,1
1312-10369,2
1055-10369,2
7498-12145,1
7498-8864,1
12145-8864,2
4990-8792,2
4990-8141,2
8792-8141,1
6009-13347,2
6009-4975,1
13347-4975,1
13277-5727,2
13277-13113,2
5727-13113,2
2500-13483,1
14593-4013,2
14593-8733,2
4013-8733,1
5186-9987,2
14390-1456,2
14390-12419,2
1456-12419,2
3945-80,1
3945-6574,2
80-6574,2
5369-8949,1
5369-4876,2
8949-4876,2
10303-4921,1
10303-13800,1
4921-13800,1
6310-2590,2
6310-2099,2
2590-2099,2
2998-2353,2
2998-8241,2
2353-8241,1
8816-9066,2
8816-9563,1
9066-9563,1
12001-12331,1
12001-2607,1
12331-2607,2
3469-10436,2
3469-14597,2
10436-14597,2
2412-4059,1
2412-1008,1
4059-1008,1
3045-2768,2
3045-1517,2
2768-1517,2
13817-9343,2
13817-3642,1
9343-3642,1
9558-1703,1
9558-14962,2
1703-14962,2
11278-7959,1
11278-1939,1
7959-1939,1
5224-14354,1
5224-8002,1
14354-8002,1
2462-1138,1
2462-14669,1
1138-14669,2
8287-6858,1
8287-9955,1
6858-9955,1
11155-6693,1
11155-14517,2
6693-14517,2
15042-5741,1
15042-13524,1
5741-13524,1
11774-1998,2
11774-14078,2
1998-14078,1
9960-13680,1
9960-10918,1
13680-10918,2
13566-6724,1
13566-13398,1
6724-13398,1
14831-5385,1
14831-5442,1
5385-5442,2
7587-5379,1
7587-7685,1
5379-7685,1
10208-11476,2
7585-5496,1
7585-7564,1
5496-7564,1
8257-4858,2
8257-7898,1
4858-7898,1
2386-13641,1
2386-7826,1
13641-7826,2
14015-4064,2
14015-3628,1
4064-3628,1
4706-15054,1
4706-4607,1
15054-4607,1
4131-367,1
4131-14076,1
367-14076,1
14733-11076,2
14733-13265,1
11076-13265,1
9467-5143,2
9467-13055,1
5143-13055,1
9832-4642,2
9832-1332,1
4642-1332,1
14026-10512,2
14026-723,1
10512-723,1
7760-36,1
7760-10890,2
36-10890,2
12939-452,1
12939-11704,1
452-11704,2
2632-9171,2
2632-4916,2
9171-4916,1
6829-8523,1
6829-5545,2
8523-5545,2
1789-14760,1
11084-10054,1
11084-6573,1
10054-6573,1
4452-5971,1
4452-13713,1
5971-13713,2
9261-3540,1
9261-7977,1
3540-7977,2
7837-2962,2
7837-4210,2
2962-4210,2
4451-3056,2
4451-6459,2
3056-6459,1
11188-10824,2
7992-12192,2
11179-5857,2
11179-6268,1
5857-6268,1
9271-194,1
9271-14614,2
194-14614,2
11723-5640,2
11723-6966,2
5640-6966,2
12543-2595,2
12543-10669,2
2595-10669,2
9983-1311,2
9983-8427,2
1311-8427,2
12491-7650,2
12491-986,2
7650-986,1
680-3712,1
680-5769,2
3712-5769,2
14190-14930,1
14190-7428,1
14930-7428,2
11172-11488,2
11172-6393,2
11488-6393,1
12412-14121,1
12412-12605,1
14121-12605,2
11455-11606,1
11455-4133,2
11606-4133,2
13772-9814,2
13772-4787,2
9814-4787,1
10713-14688,2
10713-12453,2
14688-12453,1
13773-5937,2
13773-4586,2
5937-4586,2
2525-11358,2
2525-11055,1
11358-11055,1
3675-1818,1
3675-1612,1
1818-1612,1
10827-2001,1
12947-10300,1
12947-89,1
10300-89,1
4753-12332,2
4753-10095,2
12332-10095,1
309-9892,1
309-1113,1
9892-1113,3
500-9887,1
8011-10898,2
8011-11042,2
10898-11042,1
10630-1274,2
10630-12266,2
1274-12266,1
10979-4014,2
10979-10770,2
4014-10770,2
2680-6104,1
2680-13605,1
6104-13605,1
3330-5114,2
3330-9061,1
5114-9061,1
6726-6914,1
6726-4672,1
6914-4672,1
6034-3247,2
6034-4657,1
3247-4657,1
7192-15021,2
7192-548,2
15021-548,1
638-13547,1
638-1979,2
13547-1979,2
2188-11239,1
2188-2651,1
11239-2651,2
634-7667,2
634-14566,2
7667-14566,1
8171-8490,1
8171-7023,1
8490-7023,2
1798-7527,1
1798-9208,2
7527-9208,2
1899-897,1
1899-6977,2
897-6977,2
8782-8150,1
8782-7409,1
8150-7409,2
14853-13678,2
14853-13127,2
13678-13127,1
4475-5634,1
4475-12024,2
5634-12024,2
6895-9074,1
6895-8467,2
9074-8467,2
1917-10311,2
1917-14678,2
10311-14678,2
10206-1267,2
10206-7236,2
1267-7236,1
8151-3780,2
8151-10386,2
3780-10386,2
5709-5394,2
12108-13532,2
12108-10799,2
13532-10799,1
4685-7081,2
4685-2522,2
7081-2522,1
6832-10905,2
6832-13888,2
10905-13888,2
6326-8939,1
6326-10523,1
8939-10523,2
2194-10666,1
2194-1136,1
10666-1136,1
3199-2334,2
3199-1364,2
2334-1364,2
5927-4295,1
5927-9577,1
4295-9577,2
4703-9313,2
4703-9919,2
9313-9919,2
1573-1618,2
1573-230,2
1618-230,2
1512-2487,2
1512-999,1
2487-999,1
3370-3771,2
3370-7617,2
3771-7617,1
3386-2142,2
3386-13262,2
2142-13262,2
14839-7197,1
7807-7421,2
7807-236,2
7421-236,2
14151-1531,2
14151-5142,2
1531-5142,1
3898-6181,2
3898-11336,1
6181-11336,1
5730-3059,2
5730-4518,3
3059-4518,1
5023-9116,1
5023-13453,1
9116-13453,1
5136-4645,1
5136-12886,1
4645-12886,2
11741-13465,1
11741-5834,1
13465-5834,1
8341-8229,2
8341-725,1
8229-725,1
3051-12956,1
3051-1996,1
3051-6028,1
3051-62,1
12956-1996,2
12956-6028,1
12956-62,1
1996-6028,1
1996-62,1
6028-62,2
139-11445,2
139-14802,2
11445-14802,1
1577-5008,2
1577-8759,1
5008-8759,1
8840-2879,2
8840-4745,2
2879-4745,2
7849-13182,2
7849-2672,1
13182-2672,1
11140-5765,2
11140-10638,2
5765-10638,2
11695-1854,2
11695-3975,2
1854-3975,2
5566-3691,1
5566-1538,2
3691-1538,2
340-9142,2
340-7583,2
9142-7583,2
9789-10654,1
9789-10044,1
10654-10044,2
14674-10807,1
14674-8754,2
10807-8754,2
13403-3206,1
13403-14525,1
3206-14525,1
6961-11312,1
6961-13136,1
11312-13136,1
4868-7797,2
4868-11954,2
7797-11954,1
12658-441,1
12658-3091,1
441-3091,2
2604-11045,1
3512-9464,1
3512-7592,1
9464-7592,1
6674-10802,1
6674-1880,1
10802-1880,2
549-5488,2
549-13317,1
5488-13317,1
3052-5554,2
3052-9446,2
5554-9446,1
10777-11844,1
10777-9091,1
11844-9091,1
12523-9021,2
12523-1718,1
9021-1718,1
6150-5650,2
6150-13998,2
5650-13998,1
1834-14820,1
1834-12209,1
14820-12209,1
3256-9233,2
3256-8890,2
9233-8890,2
10607-11116,2
10607-1056,2
11116-1056,2
5891-8983,2
5891-12335,2
8983-12335,2
11027-8330,2
11027-7847,1
8330-7847,1
14713-2706,2
14713-2733,2
2706-2733,2
8359-3429,1
8359-7593,1
3429-7593,1
11094-8417,2
11094-10948,1
8417-10948,1
406-13873,2
406-14302,1
13873-14302,1
12124-3328,1
12124-4337,2
3328-4337,2
2536-8291,2
2382-11388,2
742-9293,1
742-4705,2
9293-4705,2
11228-5837,1
11228-4683,2
5837-4683,2
12827-8945,1
12827-1894,1
8945-1894,2
7394-12114,1
7394-12768,1
12114-12768,1
2115-9509,1
2115-8352,1
9509-8352,1
10929-3359,1
10929-8517,1
3359-8517,1
5875-11933,1
5875-13313,2
11933-13313,2
5976-1476,2
5976-11327,2
1476-11327,1
464-804,2
464-5753,2
804-5753,1
905-14747,2
905-14150,2
14747-14150,2
14843-13161,2
14843-6124,1
13161-6124,1
6851-1065,2
6851-13111,2
1065-13111,2
3466-467,1
3466-6243,1
467-6243,1
12958-4853,1
12958-3387,2
4853-3387,2
33-14018,1
33-6465,1
14018-6465,2
9463-7377,2
9463-10656,2
7377-10656,2
10245-13765,1
10245-10931,2
13765-10931,2
13689-5210,1
13689-3725,2
5210-3725,2
7554-4524,1
7554-1778,2
4524-1778,2
653-13746,2
653-6627,1
13746-6627,1
12088-6311,2
12088-6262,1
6311-6262,1
6704-3946,1
6704-1633,2
3946-1633,2
5617-11971,1
5617-7292,2
11971-7292,2
2470-9974,1
2470-5270,2
9974-5270,2
6941-4675,2
6941-7526,2
4675-7526,2
8984-13534,2
8984-1398,2
13534-1398,2
13750-13754,2
13750-11757,2
13754-11757,1
5289-4905,1
5289-12055,2
4905-12055,2
8873-10976,2
8873-9315,1
10976-9315,1
1820-6097,3
1820-12362,2
6097-12362,2
5850-6873,2
5850-4874,1
6873-4874,1
1970-3744,2
1970-10959,2
3744-10959,1
12344-3295,2
12344-10714,1
3295-10714,1
6314-8160,2
6314-8911,1
8160-8911,1
11517-10086,1
11517-5512,2
10086-5512,2
6368-4459,1
6368-13264,1
4459-13264,2
6610-14294,2
6610-11781,2
14294-11781,2
4041-14971,1
4041-878,1
14971-878,2
12298-12371,1
12298-958,1
12371-958,2
9303-11025,2
9303-12556,2
11025-12556,1
14079-6301,2
14079-4740,2
6301-4740,1
3204-10955,2
9672-6783,1
9672-3928,1
6783-3928,1
3887-9466,2
3887-10339,2
9466-10339,2
1021-6563,2
1021-779,2
6563-779,2
8182-6351,2
8182-12210,2
6351-12210,1
11400-11697,3
11400-4431,2
11697-4431,2
11917-8492,2
11917-14415,2
8492-14415,1
12862-13452,1
12862-5456,2
13452-5456,2
10700-9986,1
10700-8487,2
9986-8487,2
10465-10212,2
10465-748,2
10212-748,2
11449-9262,1
11449-14132,1
9262-14132,2
12080-2465,1
12080-9583,1
2465-9583,2
2925-598,1
2925-1157,1
598-1157,1
8332-3782,1
8332-719,1
3782-719,1
5390-829,2
5390-2838,2
829-2838,1
3479-4206,1
3479-12015,1
4206-12015,2
6804-3943,2
6804-12263,2
3943-12263,1
6838-14266,2
6838-8387,1
14266-8387,1
7521-13268,2
7521-5956,1
13268-5956,1
10609-6992,2
10609-9654,2
6992-9654,1
11225-5279,2
11225-5739,2
5279-5739,1
155-7674,2
155-2884,1
7674-2884,1
12682-2504,2
12682-10385,2
2504-10385,2
8896-2921,1
8896-7979,1
2921-7979,1
9862-2496,2
9862-2881,1
2496-2881,1
11976-12435,1
11976-7710,2
12435-7710,2
7069-14693,2
7069-6240,1
14693-6240,1
2845-1315,2
2845-12733,1
1315-12733,1
1873-11810,1
1873-9031,2
11810-9031,2
7976-12995,1
7976-7361,2
12995-7361,2
5046-4693,2
5046-7958,2
4693-7958,1
12997-7089,1
12997-3137,2
7089-3137,2
2976-12188,2
2976-5610,2
12188-5610,1
6808-9496,1
6808-421,2
9496-421,2
1631-989,2
1631-3346,2
989-3346,2
10823-8700,2
10823-7895,2
8700-7895,1
781-1830,2
781-10149,2
1830-10149,2
9811-11008,1
9811-12450,1
11008-12450,2
6787-13736,2
6787-1908,1
13736-1908,1
13613-12880,1
13613-9780,1
12880-9780,1
1191-13083,2
1191-10327,1
13083-10327,1
11489-3773,2
11489-503,2
3773-503,2
12014-11473,1
12014-13737,1
11473-13737,2
816-10834,2
816-11712,1
10834-11712,1
8400-3785,1
8400-8869,1
3785-8869,1
8290-12462,2
8290-9759,1
12462-9759,1
12757-12271,1
12757-12270,1
12271-12270,2
4339-9694,2
4339-7845,2
9694-7845,2
8314-14964,2
8314-14584,1
14964-14584,1
13159-4361,1
13159-14174,2
4361-14174,2
669-1419,2
669-8167,1
1419-8167,1
8920-4616,2
8920-4892,1
4616-4892,1
5049-2940,2
5049-12129,2
2940-12129,1
9360-5041,1
9360-439,1
5041-439,2
8357-13106,1
8357-3944,1
13106-3944,2
7306-4536,2
7306-3825,1
4536-3825,1
12781-9274,1
12781-11337,1
9274-11337,1
10135-9937,2
10135-12414,2
9937-12414,2
4015-4650,1
4015-6174,1
4650-6174,1
3439-13919,1
3439-3443,2
13919-3443,2
5499-4970,2
5499-11123,2
4970-11123,2
3094-886,1
3094-13020,2
886-13020,2
13236-12914,1
13236-8529,2
12914-8529,2
9594-6624,2
10805-2764,1
10805-7534,1
2764-7534,2
3595-6867,1
3595-13252,2
6867-13252,2
7256-12420,2
7256-14694,2
12420-14694,1
10628-13832,1
10628-1095,1
13832-1095,1
11776-10263,2
11776-4888,1
10263-4888,1
9982-10733,2
9982-7902,2
10733-7902,2
14007-588,2
11819-8025,2
11819-3299,2
8025-3299,2
14736-7067,2
7054-10376,1
7054-11995,1
10376-11995,2
3423-4987,2
3423-7961,1
4987-7961,1
12555-5793,1
12555-660,1
5793-660,1
1918-5988,2
1918-7528,1
5988-7528,1
375-4619,1
375-4563,1
4619-4563,2
9925-1777,2
9925-14329,1
1777-14329,1
11038-5450,1
11038-15069,2
5450-15069,2
7058-4901,2
7058-7107,1
4901-7107,1
14099-11817,1
14099-6731,2
11817-6731,2
12817-5038,2
12817-3448,2
5038-3448,2
9859-8715,1
9859-7891,1
8715-7891,2
8836-5189,1
8836-4283,2
5189-4283,2
12738-6242,2
12738-2796,2
6242-2796,1
2727-10696,2
2727-4263,1
10696-4263,1
7037-4438,2
7037-5777,1
4438-5777,1
335-5259,1
2979-6137,1
2979-6328,1
6137-6328,1
5378-6256,2
5378-8296,2
6256-8296,1
10276-8071,2
10276-5165,2
8071-5165,2
10261-10107,1
14110-1562,1
14110-4599,2
1562-4599,2
12761-11677,1
12761-6040,2
11677-6040,2
7466-9785,2
4647-13496,2
4647-11713,2
13496-11713,1
6170-12859,2
6170-939,1
12859-939,1
14903-7770,1
14903-7744,1
7770-7744,1
417-4783,2
1875-2520,1
1875-576,1
2520-576,1
10832-7050,1
10832-12746,1
7050-12746,1
12342-1213,2
1248-315,2
1248-14490,2
315-14490,1
4024-3385,1
4024-1648,2
3385-1648,2
7338-557,2
7338-5540,2
557-5540,2
9948-11314,2
9948-13729,1
11314-13729,1
8931-199,1
8931-2145,1
199-2145,2
4638-18,2
4638-14543,2
18-14543,1
10679-11041,2
10679-7766,1
11041-7766,1
1616-3970,2
1616-13913,2
3970-13913,1
9992-6978,1
9992-1237,1
6978-1237,2
14860-10289,2
14860-13050,2
10289-13050,1
14434-13058,2
14434-10172,2
13058-10172,2
12460-10658,1
12460-14527,1
10658-14527,1
1599-111,1
1599-3913,1
111-3913,1
6706-8105,1
6706-6,2
8105-6,2
14873-14399,2
14873-13151,2
14399-13151,2
7355-7505,2
7355-2601,2
7505-2601,2
5760-3949,1
5760-6156,2
3949-6156,2
738-11758,2
738-12694,2
11758-12694,2
12767-7751,1
12767-13435,1
7751-13435,2
9147-2973,1
9147-629,1
2973-629,2
7301-10538,1
7301-7570,1
10538-7570,1
7966-4525,2
7966-7482,1
4525-7482,1
14125-9412,1
14125-11177,1
9412-11177,1
5664-13338,1
5664-3081,2
13338-3081,2
7835-559,1
7835-6567,2
559-6567,2
3574-8936,1
3574-285,2
8936-285,2
8737-8841,1
8737-14163,2
8841-14163,2
1523-1429,1
1523-4167,1
1429-4167,2
148-8742,1
148-9529,1
8742-9529,2
3879-6651,1
3879-4262,2
6651-4262,2
404-2711,1
404-11284,1
2711-11284,2
13279-11725,2
13279-7778,2
11725-7778,1
5413-1622,2
5413-2989,2
1622-2989,1
11864-14535,2
11864-10394,2
14535-10394,1
10082-8807,2
10082-9676,1
8807-9676,1
4826-9604,2
4826-9340,2
9604-9340,1
3727-8001,2
3727-1112,2
8001-1112,2
12348-10030,1
12348-14457,2
10030-14457,2
8914-8196,1
4995-6921,2
4995-646,2
6921-646,1
9100-2542,1
9100-3041,2
2542-3041,2
512-1694,1
512-10452,2
1694-10452,2
2681-14680,2
2681-9461,2
14680-9461,2
4230-13766,1
4230-1968,2
13766-1968,2
11841-8252,2
11841-260,1
8252-260,1
2223-9886,2
2223-11549,1
9886-11549,1
5632-10730,2
5632-13239,1
10730-13239,1
1388-13586,1
1388-10849,1
13586-10849,1
1698-13911,2
1698-10786,1
13911-10786,1
9263-7946,2
9263-10338,1
7946-10338,1
10207-13701,1
10207-1548,2
13701-1548,2
8089-110,1
8089-4184,2
110-4184,2
